set_id,year,pieces,t1,descr
Jan-06,2000,25,Technic,Swamp Craft
Jan-07,2001,340,Star Wars,C-3PO鈩?
Jan-08,2001,360,Star Wars,Stormtrooper鈩?
Jan-09,2002,240,Star Wars,R2-D2鈩?
Jan-10,2002,390,Star Wars,Darth Vader鈩?
801-1,1970,112,Universal Building Set,Gear Set
Jan-11,2002,426,Star Wars,Jango Fett鈩?
801-2,1986,62,Universal Building Set,Extra Bricks Blue
Jan-12,2002,379,Star Wars,Super Battle Droid鈩?
Jan-14,2009,79,Star Wars,Clone Walker Battle Pack
Jan-15,2009,94,Star Wars,Assassin Droids Battle Pack
Jan-16,2009,231,Star Wars,Hyena Droid Bomber
Jan-17,2009,256,Star Wars,Darth Vader's TIE Fighter
Jan-18,2009,406,Star Wars,Armored Assault Tank (AAT)
Jan-19,2009,636,Star Wars,Republic Attack Shuttle
Jan-20,1984,119,Technic,Universal Building Set
802-1,1970,30,Universal Building Set,Gear Supplementary Set
802-2,1986,62,Universal Building Set,Extra Bricks White
Jan-22,1993,118,Technic,TECHNIC Starter Set
Jan-24,1989,113,Technic,Universal Building Set
Jan-26,2004,20,Bionicle,Kraatu
Jan-28,2008,44,Star Wars,TIE Fighter - Mini
Jan-29,2008,66,Star Wars,Mini Snowspeeder
Jan-30,1982,141,Technic,Universal Building Set
803-1,1986,62,Universal Building Set,Extra Bricks Yellow
Jan-31,2008,66,Star Wars,V-19 Torrent - Mini
803-2,1972,163,Universal Building Set,Gear/Wheel Set
Jan-32,1994,212,Technic,Universal Set
Jan-33,2009,44,Star Wars,General Grievous Starfighter - Mini
Jan-34,1989,187,Technic,Universal Building Set
Jan-35,1986,174,Technic,Universal Building Set
Jan-36,2009,258,Star Wars,Separatist Shuttle
Jan-37,2009,569,Star Wars,Anakin's Y-wing Starfighter
Jan-38,2009,890,Star Wars,The Battle of Endor
Jan-39,2009,1168,Star Wars,Venator-Class Republic Attack Cruiser
Jan-40,1984,162,Technic,Universal Building Set
804-1,1986,62,Universal Building Set,Extra Bricks Black
Jan-41,2010,607,Technic,Race Truck
Jan-42,1993,230,Technic,Universal Pneumatic Set
Jan-43,2010,1124,Technic,Motorized Excavator
Jan-44,1989,198,Technic,Universal Pneumatic Set
Jan-45,2010,118,Technic,Mini Telehandler
Jan-46,2010,152,Technic,Helicopter
Jan-47,2010,252,Technic,Compact Excavator
Jan-48,2010,313,Technic,Buggy
Jan-49,2010,525,Technic,Tractor with Log Loader
Jan-50,1982,141,Technic,Universal Building Set
805-1,1986,62,Universal Building Set,Extra Bricks Gray
Jan-51,2010,473,Technic,Motorbike
Jan-52,2010,686,Technic,Container Truck
Jan-53,2010,1288,Technic,Mobile Crane
Jan-54,1989,196,Technic,Universal Building Set
Jan-55,1986,186,Technic,Universal Building Set with Motor
Jan-56,2010,68,Atlantis,Monster Crab Clash
Jan-57,2010,64,Atlantis,Wreck Raider
Jan-58,2010,144,Atlantis,Guardian of the Deep
Jan-59,2010,119,Atlantis,Seabed Scavenger
Jan-60,2010,197,Atlantis,Typhoon Turbo Sub
806-1,1986,42,Universal Building Set,Extra Plates Blue
Jan-61,2010,354,Atlantis,Gateway of the Squid
Jan-62,1994,410,Technic,Universal Set with Storage Case
Jan-63,2009,1100,Technic,Tractor with Trailer
Jan-64,1990,219,Technic,Motorized Universal Building Set
Jan-65,2011,120,Technic,Mini Container Truck
Jan-66,2011,141,Technic,Off-Roader
Jan-67,2011,292,Technic,Mini Mobile Crane
Jan-68,2011,407,Technic,Rescue Helicopter
Jan-69,2011,608,Technic,Backhoe Loader
Jan-70,2011,1280,Technic,Supercar
807-1,1986,42,Universal Building Set,Extra Plates Red
Jan-71,2011,592,Technic,Lift Truck
Jan-72,2010,24,Atlantis,Sea Jet
Jan-73,2010,13,Atlantis,Manta Warrior
Jan-74,1992,321,Technic,Universal Building Set with Flex System
Jan-75,2010,478,Atlantis,Neptune Carrier
Jan-76,2010,260,Atlantis,Deep Sea Striker
Jan-77,2010,474,Atlantis,Atlantis Exploration HQ
Jan-78,2010,1008,Atlantis,Portal of Atlantis
Jan-79,2010,244,Atlantis,Shadow Snapper
Jan-80,2010,361,Atlantis,Undersea Explorer
808-1,1986,40,Universal Building Set,Wheels and Tires
Jan-81,2011,589,Technic,Extreme Cruiser
Jan-82,1993,458,Technic,Universal Building Set
Jan-83,2010,79,Star Wars,Rebel Trooper Battle Pack
Jan-84,2010,74,Star Wars,Snowtrooper Battle Pack
Jan-85,2010,176,Star Wars,Freeco Speeder
Jan-86,2010,267,Star Wars,Droid Tri-Fighter
Jan-87,2010,296,Star Wars,TIE Defender
Jan-88,2010,395,Star Wars,ARC-170 Starfighter
Jan-89,2010,294,Star Wars,Hoth Wampa Cave
Jan-90,1982,266,Technic,TECHNIC Universal Set
809-1,1986,38,Universal Building Set,Doors and Windows
Jan-91,2010,175,Star Wars,Republic Swamp Speeder - Limited Edition
Jan-92,2010,163,Star Wars,Luke's Landspeeder
Jan-93,2010,174,Star Wars,Plo Koon鈥檚 Jedi Starfighter
Jan-94,1990,560,Technic,TECHNIC Control Center
Jan-95,2010,453,Star Wars,General Grievous鈥?Starfighter
Jan-96,2010,591,Star Wars,Emperor Palpatine鈥檚 Shuttle
Jan-97,2010,562,Star Wars,Slave I (Third Edition) [Initial Release]
Jan-98,2010,1142,Star Wars,Clone Turbo Tank
Jan-99,2010,423,Star Wars,Midi-Scale Imperial Star Destroyer
810003-1,2008,0,Books,LEGO Collector
810005-1,2011,0,Books,LEGO Collector's Guide 2nd Edition
Jan-00,2007,91,Exo-Force,Cyclone Defender
810-1,1985,33,Universal Building Set,Basic Motor Set
Jan-01,2007,98,Exo-Force,Claw Crusher
810-2,1961,760,Classic,Town Plan - Continental European
Jan-02,2007,161,Exo-Force,Blade Titan
810-3,1974,110,Universal Building Set,Gear Truck Set
Jan-03,2007,143,Exo-Force,Sky Guardian
810-4,1962,755,Classic,"Town Plan - UK, Cardboard box"
Jan-04,2007,160,Exo-Force,Shadow Crawler
Jan-05,2007,140,Exo-Force,Iron Condor
Jan-06,2007,311,Exo-Force,Aero Booster
Jan-07,2007,570,Exo-Force,Fight for the Golden Tower
Jan-08,2007,1012,Exo-Force,Mobile Devastator
Jan-09,2011,1114,Technic,Flatbed Truck
Jan-10,2011,2046,Technic,Unimog U400
811-1,1986,59,Universal Building Set,"Red Roof Bricks, Steep Pitch"
Jan-11,2008,111,Exo-Force,River Dragon
811-2,1974,181,Universal Building Set,Gear Crane Set
Jan-12,2008,130,Exo-Force,Battle Arachnoid
Jan-13,2008,162,Exo-Force,Assault Tiger
Jan-14,2008,187,Exo-Force,Chameleon Hunter
Jan-15,2008,243,Exo-Force,Dark Panther
Jan-17,2008,274,Exo-Force,Storm Lasher
Jan-18,2008,346,Exo-Force,Hybrid Rescue Tank
Jan-19,2009,47,Racers,Thunder Racer
Jan-20,2009,46,Racers,Rally Sprinter
812-1,1974,101,Universal Building Set,Gear Supplementary Set
Jan-21,2009,47,Racers,Track Marshal
812-2,1986,60,Universal Building Set,"Red Roof Bricks, Shallow Pitch"
Jan-22,2009,40,Racers,Desert Viper
Jan-23,2009,140,Racers,Ferrari F1 Racers
Jan-24,2009,170,Racers,Ice Rally
Jan-25,2009,160,Racers,Thunder Raceway
Jan-26,2009,145,Racers,Desert Challenge
Jan-28,2010,305,Star Wars,Cad Bane's Speeder
Jan-29,2010,810,Star Wars,AT-AT Walker
Jan-30,2007,43,Racers,Terrain Crusher
813-1,1986,1,Universal Building Set,"Baseplate, Green"
Jan-31,2007,50,Racers,Raceway Rider
813-2,1974,130,Universal Building Set,Gear Bulldozer Set
Jan-32,2007,40,Racers,Night Driver
Jan-33,2007,50,Racers,Rally Rider
Jan-34,2007,263,Racers,Night Crusher
Jan-35,2007,542,Racers,Bridge Chase
Jan-36,2007,64,Racers,Fire Crusher
Jan-37,2007,69,Racers,Booster Beast
Jan-38,2007,84,Racers,Phantom Crasher
Jan-39,2007,65,Racers,Night Blazer
Jan-40,2007,183,Racers,Tow Trasher
814-1,1986,3,Universal Building Set,"Baseplates, Green, Red and Yellow"
Jan-41,2007,201,Racers,Off Road Power
814-2,1975,86,Universal Building Set,Gear Farm Set
Jan-42,2007,166,Racers,Ferrari 248 1:24 (Vodafone stickers)
Feb-42,2007,166,Racers,Ferrari 248 F1 1:24 (Alice version)
Jan-43,2007,689,Racers,Ferrari 1:17 F430 Challenge
Jan-44,2007,709,Racers,Ferrari 248 F1 Team (Schumacher Edition)
Feb-44,2007,705,Racers,Ferrari 248 F1 Team (Raikkonen Edition)
Jan-45,2007,1325,Racers,Ferrari 599 GTB Fiorano 1:10
Jan-46,2007,597,Racers,Nitro Muscle
Jan-47,2007,794,Racers,Bullet Run
Jan-48,2008,44,Racers,EZ-Roadster
Jan-49,2008,42,Racers,Midnight Streak
Jan-50,2008,54,Racers,ZX Turbo
815-1,1986,1,Universal Building Set,"Baseplate, Gray"
Jan-51,2008,51,Racers,Adrift Sport
Jan-52,2008,141,Racers,Speed Chasing
Jan-53,2008,269,Racers,Ferrari F1 Truck 1:55
Jan-54,2008,1019,Racers,Brick Street Customs
Jan-55,2008,480,Racers,Ferrari F1 Pit 1:55
Jan-56,2008,625,Racers,Ferrari FXX 1:17
Jan-57,2009,996,Racers,Ferrari F1 1:9
Jan-58,2008,241,Racers,Speed Racer & Snake Oiler
Jan-59,2008,236,Racers,Racer X & Taejo Togokhan
Jan-60,2008,366,Racers,Cruncher Block & Racer X
816-1,1987,17,Universal Building Set,"Lighting Bricks, 4.5V"
Jan-61,2008,598,Racers,Grand Prix Race
Jan-62,2009,103,Racers,Race Rig
Jan-63,2009,109,Racers,Blue Sprinter
Jan-64,2009,86,Racers,Extreme Wheelie
Jan-65,2009,90,Racers,Monster Jumper
Jan-66,2009,200,Racers,Wing Jumper
Jan-67,2009,208,Racers,Jump Riders
Jan-68,2009,187,Racers,Ferrari Victory
Jan-69,2009,740,Racers,Lamborghini Gallardo LP 560-4
818-1,1990,8,Universal Building Set,"Pullback Motor, Red"
Jan-82,2009,387,Racers,Monster Crushers
Jan-83,2009,91,Racers,Track Turbo RC
Jan-84,2009,238,Racers,Twin X-treme RC
Jan-85,2009,536,Racers,Ferrari Truck
Jan-86,2009,752,Racers,Street Extreme
Jan-88,2010,69,Power Miners,Fire Blaster
Jan-89,2010,185,Power Miners,Magma Mech
Jan-90,2010,261,Power Miners,Claw Catcher
819-1,1991,1,Universal Building Set,Blue Sea Plate
Jan-91,2010,383,Power Miners,Lavatraz
Jan-92,2010,43,Racers,Lime Racer
Jan-93,2010,49,Racers,Blue Bullet
Jan-94,2010,46,Racers,Nitro Muscle
Jan-95,2010,42,Racers,Turbo Tow
Jan-96,2010,141,Racers,Chopper Jump
Jan-97,2010,142,Racers,Highway Chaos
Jan-98,2010,145,Racers,Ramp Crash
Jan-99,2010,135,Racers,Security Smash
8月2日,1979,93,Universal Building Set,Universal Building Set
Jan-00,2011,35,Cars,Radiator Springs Lightning McQueen
820-1,1980,34,Universal Building Set,Red Plates Parts Pack
Jan-01,2011,52,Cars,Radiator Springs Classic Mater
Jan-02,1998,70,Technic,Blast Off Chopper with Bungee Cord Power!
Jan-03,1998,36,Technic,Rover Discovery
Jan-04,1998,41,Technic,Sky Flyer I
Jan-05,1997,63,Technic,Bungee Blaster
Jan-06,2011,142,Cars,Tokyo Pit Stop
Jan-07,1996,85,Technic,Dune Duster / Hawaiian Beach Racer
Jan-08,1998,53,Technic,Custom Cruiser
Jan-09,1998,48,Technic,F1 Racer / Future F1
Jan-10,1995,85,Technic,Nitro Bike GTX / GTX 500
821-1,1990,1,Universal Building Set,"Brick Separator, Gray"
Jan-11,2010,550,Racers,Brick Street Getaway
821264-1,1991,3,Town,The Lego High Speed Adventure Team (TRU Exclusive)
Jan-13,1998,92,Technic,Spy Runner
Jan-14,2010,800,Racers,Gallardo LP 560-4 Polizia
Jan-15,1997,106,Technic,Gyro Copter
Jan-16,1997,94,Technic,Turbo I
Jan-17,1998,63,Technic,The Wasp
Jan-18,1998,70,Technic,Trike Tourer
Jan-19,1998,100,Technic,Go-Cart
822-1,1980,34,Universal Building Set,Blue Plates Parts Pack
Jan-21,2011,95,Racers,Storming Enforcer
Jan-22,1997,138,Technic,V-TOL
Jan-23,1996,123,Technic,Hydrofoil 7 / Powerboat Columbia
Jan-25,1995,96,Technic,Road Rally V / Super Kart
Jan-26,1998,120,Technic,Mud Masher / Desert Stormer
Jan-27,2011,93,Racers,Dragon Dueller
Jan-28,2011,81,Racers,Sting Striker
Jan-29,1997,185,Technic,Tread Trekker
Jan-30,1996,175,Technic,Coastal Cop Buggy / Miami Police Patrol
Jan-31,2011,95,Racers,Vicious Viper
Jan-32,1997,275,Technic,Chopper Force
Jan-33,1998,118,Technic,MC vs. Stinger
Jan-35,1995,166,Technic,Front End Loader
Jan-36,2000,59,Technic,Bike Burner
Jan-37,2000,114,Technic,Slammer Racer / Formula Force
Jan-38,2000,201,Technic,Slammer Dragsters / Dueling Dragsters
Jan-39,1998,121,Technic,Cyber Challenge
Jan-40,2001,152,Technic,Slammer Stunt Bike
Jan-41,2001,114,Technic,Battle Cars
Jan-42,2001,251,Technic,Slammer Turbo
Jan-44,1996,275,Technic,Convertables
Jan-45,1998,222,Technic,Robot's Revenge
Jan-46,1999,46,Technic,Hydro Racer / Swamp Boat
Jan-47,1999,43,Technic,Road Rebel / Buggy Racer
Jan-48,1998,227,Technic,Forklift
Jan-50,1997,377,Technic,Search Sub [No CD]
Jan-51,1999,88,Technic,Sonic Cycle / Motorbike
Jan-52,1999,168,Technic,Beach Buster / Police Car
Jan-53,1999,210,Technic,Fire Helicopter
Jan-55,1999,192,Technic,Rescue Motorbike / Rescue Trike
Jan-56,2009,143,Technic,Go-Kart
Jan-57,1998,367,Technic,Cyber Strikers
Jan-58,2009,1876,Technic,Crane Truck
Jan-59,2009,165,Technic,Mini Bulldozer
Jan-60,2009,104,Technic,Tractor
Jan-61,2009,198,Technic,Rally Truck
Jan-62,2009,307,Technic,Quad Bike
Jan-63,2009,590,Technic,Snow Groomer
Jan-64,2009,574,Technic,Hauler
Jan-65,2009,1060,Technic,Front Loader
Jan-66,1998,367,Technic,Spyder Slayer
Jan-68,1999,78,Technic,Scorpion Attack
Jan-69,1999,327,Technic,Competition Ultra Challenge [aka Cyber Stinger]
Jan-70,2007,106,Technic,Rough Terrain Crane
Jan-71,2007,200,Technic,Wheel Loader
Jan-72,2007,343,Technic,Snowmobile
Jan-73,2007,804,Technic,Off Road Truck
Jan-74,2007,1025,Technic,Combine Harvester
Jan-75,2007,1381,Technic,Motorized Bulldozer
Jan-77,1997,553,Technic,Giant Model Set
Jan-79,2000,448,Technic,4WD X-Track
Jan-80,1995,432,Technic,Fire Engine / Fire Response Unit
Jan-81,2006,121,Technic,Mini Tractor
Jan-82,2006,200,Technic,Quad Bike
Jan-83,2006,324,Technic,Telehandler
Jan-84,2006,872,Technic,Tractor / Dune Buggy
Feb-84,2006,872,Technic,Tractor / Dune Buggy
Jan-85,2006,1877,Technic,Tow Truck
Jan-86,1996,731,Technic,3 In 1 Car / Amphipower
Jan-87,2006,93,Technic,Motor Box
Jan-88,2006,800,Technic,Crawler Crane
Jan-89,2006,1012,Technic,Fire Truck
Jan-90,2008,88,Technic,Mini Forklift
Jan-91,2008,247,Technic,Dirt Bike
Jan-92,2008,724,Technic,Cherry Picker
Jan-93,2008,10,Power Functions,Power Functions Motor Set
Jan-94,2008,719,Technic,Excavator
Jan-95,2008,1180,Technic,Telescopic Handler
Jan-96,2008,199,Technic,Dune Buggy
Jan-97,2008,1095,Technic,Off-Roader
Jan-99,1997,371,Technic,Search Sub With CDROM
8月3日,1973,665,Universal Building Set,Basic Set
Jan-00,2000,6,Technic,LEGO TECHNIC Team
830-1,1980,46,Universal Building Set,Red Bricks Parts Pack
Jan-01,2011,44,Racers,Urban Enforcer
Jan-02,2011,47,Racers,Rod Rider
Jan-03,2011,50,Racers,Demon Destroyer
Jan-04,2011,43,Racers,Smokin' Slickster
Jan-05,2000,205,Technic,Duel Bikes
Jan-07,2000,392,Technic,Turbo Racer
831-1,1980,46,Universal Building Set,Black Bricks Parts Pack
832-1,1980,46,Universal Building Set,Blue Bricks Parts Pack
833-1,1980,46,Universal Building Set,White Bricks Parts Pack
834-1,1980,46,Universal Building Set,Yellow Bricks Parts Pack
Jan-50,2003,30,Racers,Pro Stunt
Jan-53,2003,218,Racers,Slammer Rhino
Jan-54,2003,99,Racers,Exo Force Bike
Jan-55,2003,87,Racers,H.O.T. Blaster Bike
Jan-56,2003,115,Racers,Jungle Monster
Jan-57,2003,106,Racers,Zonic Strike
Jan-58,2003,26,Racers,Off-Roader
Jan-59,2003,27,Racers,Desert Racer
Jan-60,2003,23,Racers,Track Racer
836-1,1980,37,Universal Building Set,Doors and Windows Parts Pack
Jan-62,2004,112,Racers,Ferrari F1 Racer 1:24 Scale
Jan-63,2003,321,Racers,Baja Desert Racers
Jan-64,2003,636,Racers,Multi-Challenge Race Track
Jan-65,2003,195,Racers,Tuneable Racer
Jan-66,2003,428,Racers,Supersonic RC
Jan-69,2004,87,Racers,Dirt Crusher RC
Feb-69,2005,87,Racers,Dirt Crusher RC (Blue)
Jan-70,2003,89,Racers,Nitro Stunt Bike
837-1,1980,28,Universal Building Set,Wheels and Tires Parts Pack
Jan-71,2003,97,Racers,Extreme Power Bike
Jan-74,2003,92,Racers,Williams F1 Team Racer 1:27
Jan-75,2004,217,Racers,Ferrari F1 Pit Set
Jan-76,2003,256,Racers,Hot Flame RC Car
Jan-78,2004,64,Racers,Red Beast RC
Jan-80,2004,82,Racers,Red Maniac
838-1,1980,58,Universal Building Set,"Red Roof Bricks Parts Pack, 45 Degree"
Jan-81,2003,93,Racers,Exo Raider
Jan-82,2004,66,Racers,Hot Buster
Jan-83,2004,69,Racers,Nitro Terminator
Jan-84,2004,75,Racers,Jungle Crasher
Jan-85,2004,81,Racers,Exo Stealth
Jan-86,2004,737,Racers,Ferrari F1 Racer 1:10 Scale
Jan-89,2004,13,Racers,M. Schumacher and R. Barrichello
839-1,1980,42,Universal Building Set,"Red Roof Bricks Parts Pack, 33 Degree"
Jan-96,2009,17,Pirates,Soldier's Arsenal
Jan-97,2009,16,Pirates,Pirate Survival
Jan-98,2009,22,Town,BBQ Stand
Jan-99,2009,22,Space,K-9 Bot
8月4日,1977,4,Service Packs,Magnetic Train Couplers with Plates
Jan-00,2009,14,Space,Space Speeder
840-1,1980,1,Universal Building Set,"Baseplate, Green"
Jan-01,2009,59,Town,City Minifigure Collection
Jan-02,2009,68,Town,Sports Car
Jan-03,2010,372,Town,City House
Jan-04,2010,863,Town,City Public Transport
Jan-08,1996,288,Technic,Desert Ranger
Jan-09,2010,21,Ben 10,Spidermonkey
Jan-10,2010,22,Ben 10,Swampfire
841-1,1980,2,Universal Building Set,"Baseplates, Green and Yellow"
Jan-11,2010,21,Ben 10,ChromaStone
Jan-12,1995,285,Technic,Nighthawk / Sky Wasp
Jan-14,1997,243,Technic,Mountain Rambler
Jan-15,2005,284,Technic,Dump Truck
Jan-16,2005,729,Technic,Forklift
Jan-17,1998,314,Technic,Mag Wheel Master
Jan-18,2005,66,Technic,Mini Loader
Jan-19,2005,286,Technic,Excavator
Jan-20,2005,506,Technic,Street Bike
842-1,1980,2,Universal Building Set,"Baseplates, Red and Blue"
Jan-21,2005,1884,Technic,Mobile Crane
Jan-22,1995,314,Technic,Circuit Shock Racer / V-Twin Super Bike
Jan-23,2011,135,Cars,World Grand Prix Racing Rivalry
Jan-24,2011,113,Cars,Mater鈥檚 Spy Zone
Jan-25,1996,466,Technic,Black Hawk / Sky Stormer
Jan-26,2011,158,Cars,Escape at Sea
Jan-28,1998,472,Technic,Turbo Command Featuring CD-ROM Experience Expander
Jan-29,2002,146,Technic,Helicopter
Jan-30,2002,317,Technic,Motorbike
843-1,1980,1,Universal Building Set,"Baseplate, Gray"
Jan-31,2002,861,Technic,Crane Truck
Jan-32,1998,471,Technic,TECHNIC Car
Jan-33,2004,216,Technic,Cool Movers
Jan-34,2004,445,Technic,Aircraft
Jan-35,2004,778,Technic,4WD
Jan-36,2004,1032,Technic,Truck
Jan-37,1997,419,Technic,Future Car
Jan-38,2003,845,Technic,Pneumatic Crane Truck
Jan-39,2004,591,Technic,Front End Loader
Jan-40,1995,414,Technic,Formula Flash / Formula Indy Racer
Jan-41,2003,70,Technic,Fork Lift Truck
Jan-43,1996,334,Technic,Pneumatic Log Loader / Pneumatic Logger
Jan-44,1999,308,Technic,Air Enforcer / Supercopter
Jan-45,1999,433,Technic,Indy Storm / Formula 1 Racer
Jan-46,1999,572,Technic,Crane Truck
Jan-48,1999,1436,Technic,Super Street Sensation
Jan-50,2000,642,Technic,Mission Experience Pack
845-1,1992,27,Universal Building Set,"Battery Motor, 9V"
Jan-51,2003,183,Technic,Dumper
Jan-53,2003,214,Technic,Front End Loader
Feb-53,2004,214,Technic,Front-End Loader Black Box
Jan-54,2003,638,Technic,Rescue Truck
Jan-55,2003,704,Technic,Backhoe Loader
Jan-56,1996,404,Technic,Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics)
Jan-57,2000,977,Technic,Power Puller
Jan-58,2000,1430,Technic,Silver Champion / Formula 1 Racer
Jan-59,1997,590,Technic,Pneumatic Front-End Loader
Jan-60,1995,850,Technic,Pneumatic Crane Truck / Mobile Crane
846-1,1992,45,Universal Building Set,Lighting Bricks
Jan-61,2002,1483,Racers,Williams F1 Racer
Jan-62,1998,784,Technic,Tow Truck
Jan-63,2001,232,Technic,Forklift Truck
Jan-64,2001,582,Technic,Pneumatic Front End Loader
Jan-65,2001,364,Technic,Extreme Off-Roader
8465934-1,2009,120,Other,Muji Christmas Set
8465972-1,2009,64,Other,Muji Basic Set
Jan-66,2001,1110,Technic,4x4 Off Roader
Jan-68,2002,86,Racers,Power Crusher
Jan-69,2002,143,Racers,Slammer Raptor
Jan-70,2002,147,Racers,Slammer G-Force
Jan-71,2002,118,Racers,Nitro Burner
Jan-72,2002,352,Racers,Street 'n' Mud Racer
Jan-73,2002,509,Racers,Nitro Race Team
Jan-75,2002,283,Racers,RC Race Buggy
Jan-79,1997,1278,Technic,Barcode Multi-Set
Jan-80,1996,1357,Technic,Space Shuttle
Jan-82,1998,896,Technic,CyberMaster
Jan-83,1998,897,Technic,CyberMaster
Jan-84,2011,241,Cars,Ultimate Build Lightning McQueen
Jan-85,1995,1066,Technic,Control Center / Control II
Jan-86,2011,384,Cars,Mack鈥檚 Team Truck
Jan-87,2011,516,Cars,Flo's V8 Caf茅
Jan-90,2008,91,Racers,Desert Hopper
Jan-91,2008,71,Racers,Ram Rod
Jan-92,2008,58,Racers,Mud Hopper
Jan-93,2008,81,Racers,Red Ace
Jan-94,2008,268,Racers,Ring of Fire
Jan-95,2008,501,Racers,Crosstown Craze
Jan-96,2008,510,Racers,Desert Hammer
Jan-00,1999,33,Technic,Torch / Fire Slizer
850-1,1977,216,Technic,Fork lift truck
Jan-01,1999,34,Technic,Ski / Ice Slizer
850150-1,2006,0,Gear,Santa Claus Classic Key Chain
850152-1,2007,0,Gear,Blue Brick Key Chain
850154-1,2007,1,Gear,LEGO庐 Red Brick Key Chain
Jan-02,1999,45,Technic,Turbo / City Slizer
Jan-03,1999,39,Technic,Scuba / Sub
850353-1,2008,0,Gear,Darth Vader Key Chain
Jan-04,1999,44,Technic,Jet / Judge Slizer
850423-1,2012,89,Gear,Minifigure Presentation Boxes
850425-1,2012,150,Gear,Business Card Holder
850426-1,2012,157,Gear,Pencil Holder
850445-1,2012,88,Ninjago,Ninjago Character Card Shrine
850446-1,2012,0,Gear,Darth Maul Key Chain
850449-1,2012,64,Collectible Minifigures,Minifigure Beach Accessory Pack
850452-1,2012,0,Gear,Ghost Key Chain
850458-1,2012,37,Collectible Minifigures,VIP Top 5 Boxed Minifigures
850486-1,2012,62,Other,Rock Band
850487-1,2012,56,Monster Fighters,Halloween Accessory Set
850502-1,2012,6,Legoland,I 'L brick' Anaheim Figure Magnet
850507-1,2012,0,Gear,LEGO庐 Marvel Super Heroes Spider-Man Key Chain
Jan-05,1999,36,Technic,Amazon / Jungle Slizer
850529-1,2012,0,Gear,Loki Key Chain
850581-1,2013,140,Gear,Friends Calendar [English]
850591-1,2013,29,Gear,LEGO Friends Name Sign
850595-1,2014,16,Gear,LEGO庐 Friends Notebook
850597-1,2013,31,Gear,LEGO庐 Friends Carry Case
850598-1,2013,0,Gear,LEGO庐 Legends of Chima鈩?Game Cards Binder
850602-1,2013,4,Gear,LEGO庐 Legends of Chima鈩?Cragger Key Chain
Jan-06,1999,34,Technic,Granite / Rock Slizer
850617-1,2013,34,Town,City Police Accessory Set
850618-1,2013,43,Town,City Fire Accessory Set
850632-1,2013,36,Ninjago,Ninjago Battle Pack
850635-1,2013,2,Gear,LEGO庐 Star Wars鈩?Darth Vader鈩?Magnet
850642-1,2013,5,Gear,LEGO庐 Star Wars鈩?Stormtrooper鈩?Magnet
850646-1,2013,0,Gear,LEGO庐 Teenage Mutant Ninja Turtles鈩?Donatello Key Chain
850648-1,2013,0,Gear,LEGO庐 Teenage Mutant Ninja Turtles鈩?Leonardo Key Chain
850653-1,2013,0,Gear,LEGO庐 Teenage Mutant Ninja Turtles鈩?Michelangelo Key Chain
850656-1,2013,0,Gear,LEGO庐 Teenage Mutant Ninja Turtles鈩?Raphael Key Chain
850664-1,2013,1,Gear,LEGO庐 DC Universe鈩?Super Heroes Batman鈩?Magnet
850670-1,2013,0,Gear,LEGO庐 DC Universe鈩?Super Heroes Superman鈩?Magnet
850682-1,2013,3,Gear,Bilbo Baggins Magnet
850686-1,2013,83,Gear,"Notebook, Baseplate Cover with Alphanumeric Tiles and Lego Logo Clasp"
850702-1,2013,52,Gear,Classic Picture Frame
850705-1,2013,0,Gear,Salt and Pepper Set
Jan-07,1999,37,Technic,Electro / Energy Slizer
850751-1,2013,101,Legoland,Orlando Picture Frame
850779-1,2013,42,Legends of Chima,Legends of Chima Minifigure Accessory Set
850789-1,2013,6,Gear,LEGO庐 Friends Horse Bag Charm
850791-1,2013,19,Other,Minifigure Birthday Set
850794-1,2013,0,Gear,Family Window Decals
850798-1,2013,41,Gear,LEGO Classic Name Sign
850807-1,2013,0,Gear,LEGO庐 Gold Minifigure Key Chain
850808-1,2013,1,Gear,LEGO庐 Gold 2x4 Stud Key Chain
Jan-08,1999,5,Technic,Supplementary Disks
850814-1,2013,0,Gear,LEGO庐 Marvel Super Heroes The Hulk鈩?Key Chain
850839-1,2013,43,Pirates,Classic Pirate Set
850841-1,2013,0,Gear,LEGO庐 Classic Gift Wrap
850842-1,2013,34,Seasonal,Fire Truck Holiday Bauble
850843-1,2013,25,Seasonal,Dinosaur Holiday Bauble
850849-1,2013,29,Seasonal,Friends Puppy Holiday Bauble
850850-1,2013,23,Seasonal,Santa Holiday Bauble
850851-1,2013,26,Seasonal,Lego Tree Holiday Bauble
850852-1,2013,21,Seasonal,Lego Reindeer Holiday Bauble
850884-1,2014,0,Gear,LEGO庐 Castle King Key Chain
850886-1,2014,0,Gear,LEGO庐 Castle Dragon Wizard Key Chain
850888-1,2014,36,Classic,Castle Knights Accessory Set
850889-1,2014,42,Castle,Castle Dragons Accessory Set
850894-1,2014,0,Gear,THE LEGO庐 MOVIE鈩?Emmet Key Chain
850895-1,2014,0,Gear,THE LEGO庐 MOVIE鈩?Wyldstyle Key Chain
850896-1,2014,0,Gear,THE LEGO庐 MOVIE鈩?Bad Cop Key Chain
850899-1,2014,0,Gear,LEGO庐 Legends of Chima鈩?Playmat
850909-1,2014,0,Gear,Sir Fangar Key Chain
Jan-09,2000,45,Technic,Swamp
